Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,BA,0,0,0,0,211440000000.0,220690000000.0,21.51,16.63,1.32,2.1,1692.79,2.19,16.41,10.06,11.24,6.05,1324.44,100660000000.0,175.33,-2.0,19640000000.0,13450000000.0,10130000000.0,17.47,-13.2,7730000000.0,13.74,15810000000.0,6813.79,1.07,0.22,14970000000.0,8449999999.999999,1.43,377.34,366.14,7740000.0,562630000.0,562220000.0,0.07,70.56,5340000.0,0.59,0.95,4920000.0
0,0,BAC,0,0,0,0,290000000000.0,259130000000.0,11.34,9.71,0.51,3.28,1.19,2.93,,32.27,40.83,1.21,10.7,88450000000.0,8.89,-1.1,88690000000.0,,27080000000.0,2.69,5.7,585190000000.0,55.65,495990000000.0,,,25.57,14270000000.0,,1.54,29.15,27.87,56260000.0,9510000000.0,9480000000.0,0.1,70.43,69500000.0,1.07,0.72,106280000.0
0,0,BAX,0,0,0,0,38990000000.0,40770000000.0,26.02,20.45,2.12,3.52,5.02,3.68,15.78,14.27,16.29,,,11080000000.0,21.02,-1.7,4830000000.0,2580000000.0,1590000000.0,2.93,-10.8,1830000000.0,3.57,3480000000.0,44.49,,15.19,,,1.16,78.05,70.97,2850000.0,511120000.0,483800000.0,0.13,88.23,5200000.0,1.85,1.07,6230000.0
0,0,BBBY,0,0,0,0,2080000000.0,2700000000.0,,7.33,-1.97,0.17,0.81,0.22,3.54,-1.14,3.52,3.87,-5.04,12030000000.0,89.57,-11.0,4099999999.9999995,761600000.0,-137220000.0,-1.02,,994770000.0,7.54,1490000000.0,58.12,1.86,19.95,918280000.0,536429999.99999994,1.6,16.51,14.6,6750000.0,128340000.0,127100000.0,3.84,112.1,48440000.0,4.3,40.46,46510000.0
0,0,BBRY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BBT,0,0,0,0,38710000000.0,68810000000.0,12.82,10.87,3.15,3.5,1.39,6.22,,29.27,40.62,1.46,10.78,11070000000.0,14.4,3.0,10990000000.0,,3070000000.0,3.94,0.5,5110000000.0,6.67,31990000000.0,,,36.26,3300000000.0,,1.19,48.65,48.53,6240000.0,765920000.0,762840000.0,0.77,66.18,32530000.0,5.16,4.27,23450000.0
0,0,BBY,0,0,0,0,20140000000.0,19150000000.0,14.46,12.53,1.48,0.47,6.04,0.45,7.0,3.41,4.6,9.49,42.32,42880000000.0,155.13,-3.7,9960000000.0,2740000000.0,1460000000.0,5.2,101.9,2160000000.0,8.08,1390000000.0,42.01,1.18,12.44,2410000000.0,1270000000.0,1.44,72.3,64.77,3180000.0,267920000.00000003,231010000.0,14.92,86.38,9230000.0,3.15,4.37,13500000.0
0,0,BCR,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BDX,0,0,0,0,63680000000.0,84900000000.0,72.82,17.42,1.69,3.73,2.98,4.98,16.7,6.13,16.61,3.27,4.91,17059999999.999998,63.64,35.1,7800000000.0,5080000000.0,894000000.0,3.25,,948000000.0,3.52,21070000000.0,98.44,0.97,79.54,2790000000.0,3010000000.0,1.4,243.75,239.58,1230000.0,269060000.0,268250000.0,0.26,87.52,4900000.0,3.86,2.1,3880000.0
0,0,BEAM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BEN,0,0,0,0,17410000000.0,13950000000.0,11.53,12.61,-5.14,2.94,1.76,2.35,7.65,26.1,30.19,7.01,12.38,5930000000.0,11.47,-11.4,2890000000.0,1820000000.0,1540000000.0,2.98,-17.1,5740000000.0,11.3,697900000.0,6.17,4.6,19.47,1780000000.0,743490000.0,0.94,34.14,31.85,2620000.0,507560000.0,282440000.0,45.0,51.16,24090000.0,8.85,8.49,24720000.0
0,0,BF-B,0,0,0,0,24690000000.0,27130000000.0,31.91,28.56,3.23,7.45,16.61,8.19,24.77,23.73,31.0,12.58,58.35,3310000000.0,6.91,3.0,2200000000.0,1100000000.0,786000000.0,1.63,19.5,260000000.0,0.55,2510000000.0,167.98,3.08,3.13,627000000.0,-51880000.0,0.45,52.47,48.74,1120000.0,308050000.0,331390000.0,,,12550000.0,13.31,,13350000.0
0,0,BHI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BIG,0,0,0,0,1480000000.0,1950000000.0,9.67,9.59,33.5,0.28,2.14,0.37,5.8,2.99,4.24,7.56,23.03,5240000000.0,128.36,-2.6,2120000000.0,336180000.0,156890000.0,3.83,3.1,46030000.0,1.15,518580000.00000006,74.83,1.77,17.31,234060000.0,-166500000.0,2.18,37.38,35.85,1520000.0,39900000.0,39750000.0,1.67,110.08,7440000.0,4.9,21.37,7520000.0
0,0,BIIB,0,0,0,0,44700000000.0,46910000000.0,9.96,7.53,1.31,3.24,3.23,3.4,6.64,33.79,46.8,15.38,33.82,13810000000.0,68.65,11.5,11640000000.0,7070000000.0,4670000000.0,23.14,20.1,3910000000.0,20.16,6380000000.0,46.15,2.84,71.33,6190000000.0,3130000000.0,1.85,246.98,301.7,2380000.0,193890000.0,193580000.0,0.47,93.42,4099999.9999999995,1.11,,2870000.0
0,0,BK,0,0,0,0,47710000000.0,-10620000000.0,12.85,11.3,1.29,2.96,1.27,-0.66,,25.08,31.66,1.13,9.69,16110000000.0,16.29,-7.0,16399999999.999998,,3840000000.0,3.88,-19.2,127390000000.0,133.04,65650000000.00001,,,39.35,,,0.91,50.85,49.98,4810000.0,957520000.0,863510000.0,0.0,0.0,13070000.0,2.8,1.39,16620000.000000002
0,0,BKS,0,0,0,0,348330000.0,480710000.0,265.0,14.03,8.22,0.1,0.74,0.13,3.83,0.04,1.37,1.71,0.31,3580000000.0,49.21,-0.0,1110000000.0,125640000.0,1340000.0,0.018,,15860000.0,0.22,129250000.0,27.3,1.12,6.48,81860000.0,-95200000.0,-0.53,5.2611,6.1751,1500000.0,73030000.0,61870000.0,25.34,80.15,15180000.0,9.39,29.91,13140000.0
0,0,BLK,0,0,0,0,74070000000.0,73980000000.0,17.97,15.64,2.61,5.31,2.33,5.3,13.07,30.58,38.97,,,13960000000.0,87.5,-6.6,7210000000.0,5660000000.0,4269999999.9999995,26.51,-3.3,9170000000.0,57.84,5060000000.0,15.1,,204.23,,,1.17,447.41,418.66,154500000.0,154500000.0,119960000.0,3.76,83.5,1370000.0,2.45,1.16,1060000.0
0,0,BLL,0,0,0,0,20050000000.0,25730000000.0,46.51,19.8,1.55,1.72,5.82,2.21,14.07,3.9,9.68,4.17,11.91,11640000000.0,33.74,2.0,2310000000.0,1830000000.0,454000000.0,1.29,-5.0,721000000.0,2.16,6730000000.0,188.91,0.96,10.31,1570000000.0,789630000.0,0.48,58.28,51.7,2160000.0,334170000.0,330540000.0,0.82,89.05,10100000.0,5.01,3.96,12430000.0
0,0,BMC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BMS,0,0,0,0,5330000000.0,6640000000.0,22.4,18.38,2.41,1.31,4.27,1.63,11.51,5.87,10.12,6.95,19.18,4059999999.9999995,44.63,-2.5,805100000.0,577000000.0,238500000.0,2.61,26.9,57700000.0,0.63,1460000000.0,117.02,1.93,13.69,408700000.0,255510000.0,0.79,55.42,50.13,91210000.0,91210000.0,90300000.0,1.34,73.99,3920000.0,5.03,4.84,3930000.0
0,0,BMY,0,0,0,0,76680000000.0,73340000000.0,14.93,10.58,1.77,3.29,5.04,3.15,10.11,22.09,28.65,12.28,36.62,23290000000.0,14.26,14.0,16070000000.0,7260000000.0,5140000000.0,3.14,15.1,8760000000.0,5.36,6060000000.0,39.54,1.93,9.3,6150000000.0,4210000000.0,0.87,47.15,50.2,18980000.0,1640000000.0,1630000000.0,0.11,75.05,77460000.0,4.12,4.75,65780000.0
0,0,BRCM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BRK-B,0,0,0,0,531539999999.99994,-10220000000.0,132.47,19.72,0.91,2.15,0.0,-0.04,-0.52,1.62,4.05,0.89,1.23,247540000000.0,150588.73,7.2,10020000000.0,19800000000.0,4019999999.9999995,1.63,,111870000000.0,68170.89,97490000000.0,27.66,3.16,212444.38,37400000000.0,-2750000000.0,0.73,204.99,205.42,3920000.0,1370000000.0,1350000.0,,,11160000.0,2.95,0.85,11550000.0
0,0,BSX,0,0,0,0,51300000000.0,59950000000.0,28.82,20.61,1.91,5.16,5.56,6.03,22.63,18.08,17.46,5.04,22.1,9940000000.0,7.18,4.8,6990000000.0,2650000000.0,1800000000.0,1.28,42.3,139000000.0,0.1,9490000000.0,102.83,1.39,6.64,467000000.0,-1900000000.0,0.82,37.61,37.18,8070000.0,1390000000.0,1390000000.0,0.25,93.4,8980000.0,1.24,0.73,8390000.0
0,0,BTU,0,0,0,0,2950000000.0,3560000000.0,6.23,22.99,-0.32,0.53,0.9,0.64,2.84,11.59,10.77,4.81,18.17,5580000000.0,46.79,-8.0,1510000000.0,1250000000.0,518100000.0,4.43,-29.5,981900000.0,9.07,1370000000.0,39.6,1.85,30.76,1490000000.0,691510000.0,0.62,28.74,31.67,107100000.0,107100000.0,70870000.0,22.42,6.39,1960000.0,2.38,2.47,2630000.0
0,0,BWA,0,0,0,0,8460000000.000001,10310000000.0,9.86,8.88,2.19,0.82,1.98,1.0,6.15,8.4,12.1,7.75,21.87,10310000000.0,49.71,-7.8,2230000000.0,1680000000.0,865700000.0,4.14,-28.9,494000000.0,2.38,2180000000.0,49.81,1.62,20.62,1130000000.0,645350000.0,1.55,40.72,39.13,1690000.0,207270000.0,205670000.0,0.6,94.33,4350000.0,2.45,2.36,4330000.0
0,0,BXP,0,0,0,0,23170000000.0,34860000000.0,42.39,40.37,6.7,8.36,3.71,12.58,21.68,18.22,34.9,3.02,7.67,2770000000.0,17.94,9.5,1690000000.0,1610000000.0,494430000.0,3.19,-43.6,360090000.0,2.33,11380000000.0,139.26,2.93,36.48,,,1.08,135.09,127.07,154520000.0,154520000.0,154250000.0,0.15,99.79,2350000.0,2.88,1.99,2040000.0
0,0,C,0,0,0,0,162710000000.0,-82020000000.0,10.24,8.17,0.54,2.5,0.91,-1.26,,27.87,35.91,0.94,9.09,65060000000.0,26.69,-2.6,65500000000.0,,16770000000.0,6.87,1.9,756900000000.0,327.31,473260000000.0,,,77.09,,,1.77,65.98,62.9,14600000.0,2310000000.0,2310000000.0,0.17,80.01,18100000.0,1.13,0.77,15870000.0
0,0,CA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CAB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CAG,0,0,0,0,14550000000.0,25570000000.0,20.37,13.74,2.59,1.64,1.97,2.88,14.09,6.99,17.14,5.74,11.11,8890000000.0,21.08,35.7,2360000000.0,1820000000.0,623600000.0,1.47,-33.3,282200000.0,0.58,11130000000.0,149.33,1.31,15.17,868200000.0,695940000.0,1.24,27.94,27.52,7740000.0,485920000.0,484350000.0,0.85,90.71,26210000.0,3.04,7.67,23340000.0
0,0,CAH,0,0,0,0,14530000000.0,21050000000.0,,9.13,1.9,0.1,2.4,0.15,7.34,-0.03,1.31,2.79,-0.54,141940000000.0,463.08,7.3,7180000000.0,2870000000.0,-39000000.0,-0.13,-73.4,2180000000.0,7.32,9050000000.0,149.74,1.05,20.28,2040000000.0,2710000000.0,1.65,47.81,50.32,3220000.0,298020000.0,296990000.0,0.32,92.36,19410000.0,6.45,6.49,17080000.0
0,0,CAM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CAMP,0,0,0,0,419810000.0,494640000.0,26.58,12.68,1.34,1.15,2.27,1.36,10.36,5.06,7.62,3.22,9.1,363800000.0,10.52,-10.6,147760000.0,47730000.0,18400000.0,0.52,,274010000.0,8.12,275900000.0,134.16,4.83,6.1,47740000.0,4830000.0,1.98,13.07,15.18,30380000.0,30380000.0,32299999.999999996,3.83,79.25,2900000.0,12.58,9.76,2970000.0
0,0,CAT,0,0,0,0,77300000000.0,108500000000.0,12.57,10.45,0.59,1.4,5.01,1.96,9.68,11.5,15.32,6.76,41.4,55330000000.0,94.58,4.7,14900000000.0,11200000000.0,6360000000.0,10.75,13.0,7130000000.0,12.45,35780000000.0,231.18,1.43,26.97,6740000000.0,3570000000.0,1.35,137.24,131.45,3970000.0,571880000.0,571570000.0,0.17,68.58,5870000.0,1.63,1.07,7690000.0
0,0,CB,0,0,0,0,66140000000.0,76480000000.0,17.11,12.69,1.29,2.01,1.26,2.33,14.4,11.94,15.14,1.83,7.56,32840000000.000004,71.1,2.1,8220000000.000001,5310000000.0,3920000000.0,8.44,-3.9,4350000000.0,9.49,14750000000.0,28.17,0.35,114.27,,,0.71,138.61,132.37,1500000.0,458230000.0,455230000.0,0.62,90.55,8300000.000000001,5.55,1.82,8270000.0
0,0,CBG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CBS,0,0,0,0,18890000000.0,28900000000.0,9.81,7.73,0.59,1.3,6.71,1.99,9.25,13.5,19.99,8.49,81.97,14510000000.0,38.5,2.6,5400000000.0,3120000000.0,1960000000.0,5.14,,322000000.0,0.86,10150000000.0,362.05,1.48,7.52,1430000000.0,1900000000.0,0.86,49.52,50.63,2850000.0,351790000.0,331670000.0,7.77,0.0,9540000.0,3.0,2.72,7890000.0
0,0,CCE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CCI,0,0,0,0,51560000000.0,74370000000.0,79.1,65.28,3.8,9.29,4.39,13.4,24.68,13.82,27.4,2.71,6.24,5550000000.0,13.39,9.8,3580000000.0,3010000000.0,654000000.0,1.57,84.2,245000000.0,0.59,22840000000.0,194.46,0.76,28.24,2560000000.0,333380000.0,0.5,125.96,115.93,1840000.0,415740000.0,414250000.0,0.38,94.52,7250000.0,3.84,2.01,6740000.0
0,0,CCL,0,0,0,0,37550000000.0,49530000000.0,12.35,10.74,1.11,1.94,1.55,2.56,9.21,16.03,17.26,4.88,12.74,19320000000.0,27.49,10.4,7790000000.0,5380000000.0,3100000000.0,4.4,-14.1,649000000.0,0.94,11600000000.0,47.87,0.22,35.08,5600000000.0,-1010000000.0,1.59,54.03,55.61,3900000.0,527000000.0,397080000.0,17.33,79.25,10810000.0,2.27,3.45,11490000.0
0,0,CELG,0,0,0,0,67150000000.00001,79660000000.0,14.5,7.57,0.49,4.26,8.22,5.05,10.35,30.09,44.56,12.17,71.15,15770000000.0,22.37,13.8,14060000000.0,7690000000.0,4740000000.0,6.57,82.6,7700000000.0,10.91,20590000000.0,252.22,2.78,11.59,6970000000.0,5370000000.0,2.03,92.21,82.19,9690000.0,705260000.0,703340000.0,0.22,77.62,13770000.0,1.3,1.96,18510000.0
0,0,CERN,0,0,0,0,22130000000.0,21300000000.0,35.44,21.45,2.03,4.05,4.31,3.9,17.47,11.65,14.27,7.21,12.69,5460000000.0,16.65,7.5,4430000000.0,1220000000.0,636280000.0,1.92,3.9,903670000.0,2.78,581170000.0,11.33,2.58,15.78,1360000000.0,476420000.0,0.95,60.29,57.2,2620000.0,325420000.0,312490000.0,4.42,82.77,14650000.0,6.25,,14490000.0
0,0,CF,0,0,0,0,9670000000.0,16700000000.0,31.77,15.58,0.36,2.16,3.29,3.73,10.38,7.09,16.25,3.43,7.43,4470000000.0,19.45,4.6,917000000.0,1610000000.0,317000000.0,1.37,42.9,671000000.0,3.0,4990000000.0,87.97,1.71,13.23,1520000000.0,872750000.0,0.66,42.72,43.83,2780000.0,222400000.0,222370000.0,6.01,18.57,6170000.0,2.59,3.21,8170000.0
0,0,CFN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CHK,0,0,0,0,4420000000.0,15050000000.0,,3.9,0.74,0.44,,1.49,5.53,8.64,15.6,8.43,1846.32,10110000000.0,11.12,21.7,3080000000.0,2720000000.0,775000000.0,-33.8786,54.1,4000000.0,0.0,7720000000.0,1653.53,0.56,-1.48,2000000000.0,-385380000.0,2.39,3.1317,3.0189,45050000.0,1620000000.0,1120000000.0,1.14,63.8,150650000.0,3.33,13.38,183940000.0
0,0,CHRW,0,0,0,0,11460000000.0,12330000000.0,17.09,15.83,2.14,0.7,6.96,0.75,12.0,4.16,5.74,13.12,43.6,16460000000.0,118.85,-4.4,1360000000.0,1030000000.0,684000000.0,4.88,13.7,445470000.0,3.23,1610000000.0,97.2,1.91,11.99,849260000.0,669690000.0,0.85,88.1,88.15,1150000.0,137360000.0,137290000.0,0.49,89.27,9950000.0,10.4,8.35,8800000.0
0,0,CI,0,0,0,0,60130000000.0,97020000000.0,15.01,8.55,0.68,1.24,1.47,2.0,18.63,5.43,9.99,2.82,9.65,48570000000.0,196.91,33.8,16250000000.0,5210000000.0,2640000000.0,10.54,-45.9,5870000000.0,15.44,42480000000.0,103.42,0.64,107.71,3770000000.0,11160000000.0,1.03,161.5,189.03,2940000.0,380060000.0,379060000.0,1.67,90.23,5400000.0,2.17,1.43,4970000.0
0,0,CIM,0,0,0,0,3560000000.0,26150000000.0,9.7,8.3,-8.09,7.21,0.96,52.98,,83.41,79.77,1.68,11.22,493510000.0,2.64,,452740000.0,,368440000.0,1.96,,84950000.0,0.45,22650000000.0,611.42,0.79,19.8,297580000.0,,0.26,19.0,18.62,1240000.0,187140000.0,185560000.0,1.11,51.56,9570000.0,7.96,5.16,9610000.0
0,0,CINF,0,0,0,0,15650000000.0,15620000000.0,15.59,26.07,4.46,2.47,1.81,2.46,12.15,15.97,19.25,3.4,12.22,6340000000.0,38.92,76.4,395000000.0,1280000000.0,1010000000.0,6.16,,802000000.0,4.91,877000000.0,10.16,1.28,52.88,1230000000.0,626000000.0,0.55,87.13,81.75,163130000.0,163130000.0,159260000.0,6.59,65.36,2260000.0,4.3,1.69,2820000.0
0,0,CL,0,0,0,0,61660000000.0,69340000000.0,26.8,23.78,11.56,4.0,,4.49,16.65,15.08,23.69,17.55,,15430000000.0,17.79,-2.9,9260000000.0,4160000000.0,2330000000.0,2.68,-11.7,880000000.0,1.02,7190000000.0,,1.07,-0.64,3040000000.0,2400000000.0,0.83,68.14,64.35,3430000.0,858520000.0,800140000.0,0.37,78.51,10520000.0,3.3,1.31,11810000.0
0,0,CLDX,0,0,0,0,50890000.0,-48490000.0,,-1.04,,5.34,0.36,-5.08,0.68,0.0,-790.56,-19.99,-83.89,9540000.0,0.91,-49.0,-55910000.0,-71600000.0,-151180000.0,-14.478,,94020000.0,7.56,,3.65,7.86,10.38,-75230000.0,-50920000.0,5.61,4.46,4.8354,1520000.0,13530000.0,12390000.0,0.36,28.3,1.67,1.67,,
0,0,CLF,0,0,0,0,2790000000.0,4370000000.0,2.5,6.85,-1.97,1.21,10.66,1.89,5.9,51.54,28.41,13.3,,2310000000.0,7.82,-12.8,809600000.0,741200000.0,1030000000.0,3.94,,430200000.0,1.52,2089999999.9999998,797.48,2.86,0.93,528799999.99999994,-4620000.0,2.59,9.92,9.84,11410000.0,282840000.0,278430000.0,1.27,74.14,63840000.0,6.95,25.2,57380000.0
0,0,CLX,0,0,0,0,19060000000.0,21450000000.0,24.34,22.2,5.32,3.04,24.46,3.42,16.63,12.68,17.9,13.25,98.39,6280000000.0,48.92,2.2,2670000000.0,1290000000.0,796000000.0,6.11,3.3,178000000.0,1.39,2610000000.0,333.8,1.11,6.08,,,0.47,156.53,155.99,1010000.0,128160000.0,128090000.0,0.11,79.48,9340000.0,10.12,8.26,8570000.0
0,0,CMA,0,0,0,0,12050000000.0,16100000000.000002,10.13,9.13,2.39,3.54,1.64,4.73,,37.97,50.22,1.81,16.78,3400000000.0,20.7,9.7,3330000000.0,,1280000000.0,7.72,20.6,3620000000.0,23.49,7850000000.0,,,47.67,1300000000.0,,1.46,77.56,78.77,2009999.9999999998,154160000.0,152890000.0,0.98,86.71,3600000.0,1.64,2.6,3790000.0
0,0,CMCSA,0,0,0,0,193580000000.0,310080000000.0,16.16,12.81,1.16,1.96,2.58,3.15,9.91,12.34,19.83,5.47,16.51,98570000000.0,21.62,17.8,64810000000.0,31280000000.0,12170000000.0,2.64,14.0,3500000000.0,0.77,113800000000.0,147.45,0.73,16.52,26050000000.0,12190000000.0,1.06,41.02,37.98,17700000.0,4530000000.0,4500000000.0,0.71,84.67,69410000.0,3.69,,66410000.0
0,0,CME,0,0,0,0,61830000000.0,65800000000.0,32.32,23.19,6.75,14.12,2.36,15.02,23.32,42.47,58.5,2.26,7.6,4380000000.0,12.63,6.4,4310000000.0,2820000000.0,1860000000.0,5.35,-17.0,1080000000.0,3.03,4290000000.0,16.39,1.04,73.29,,,0.06,170.62,179.85,1860000.0,357840000.0,348010000.0,1.64,87.94,5460000.0,3.2,1.55,4850000.0
0,0,CMG,0,0,0,0,19620000000.0,21020000000.0,96.74,42.26,1.77,3.9,13.23,4.18,35.65,4.08,7.58,7.08,14.41,5020000000.0,180.95,13.9,1590000000.0,589670000.0,205240000.0,7.32,48.3,735020000.0,26.52,2670000000.0,180.05,1.44,53.52,603020000.0,320890000.0,1.31,689.9,550.45,27710000.0,27710000.0,25510000.0,2.52,62.73,2200000.0,3.66,8.98,2810000.0
0,0,CMI,0,0,0,0,26170000000.0,28190000000.0,10.78,11.2,4.3,1.08,3.34,1.16,8.38,10.24,11.37,9.0,29.74,24210000000.0,151.05,7.8,5740000000.0,3360000000.0,2480000000.0,15.41,104.0,1570000000.0,10.01,2850000000.0,32.63,1.57,49.75,2910000000.0,1140000000.0,1.27,161.8,148.34,1260000.0,157480000.0,156690000.0,0.27,84.48,2780000.0,2.37,1.9,3950000.0
0,0,CMS,0,0,0,0,15490000000.0,27820000000.0,24.69,20.37,3.09,2.22,3.19,3.99,13.54,9.01,17.98,3.29,13.24,6980000000.0,24.7,5.4,2400000000.0,2060000000.0,629000000.0,2.21,-11.6,234000000.0,0.82,12120000000.0,247.64,1.13,17.12,1610000000.0,-776630000.0,0.26,54.89,52.24,2290000.0,283730000.0,281820000.0,0.58,94.45,6150000.0,2.57,2.49,8369999.999999999
0,0,CNP,0,0,0,0,15420000000.0,21560000000.0,41.55,16.99,3.02,1.46,2.44,2.04,10.25,3.47,8.03,2.14,5.77,10590000000.0,23.59,15.1,2530000000.0,2100000000.0,333000000.0,0.74,-90.7,4770000000.0,9.52,9160000000.0,113.72,2.13,12.61,2140000000.0000002,261750000.0,0.42,30.52,29.39,4400000.0,501440000.0,499960000.0,0.22,84.1,15970000.0,3.87,4.06,18730000.0
0,0,CNX,0,0,0,0,1690000000.0,5180000000.0,9.93,11.69,0.32,1.1,0.41,3.37,6.41,11.82,20.52,2.33,5.43,1540000000.0,7.44,-39.2,1260000000.0,809350000.0,181630000.0,0.87,,23970000.0,0.12,2670000000.0,53.69,0.62,21.24,935130000.0,-489440000.0,0.39,10.49,12.09,3600000.0,195470000.0,196620000.0,1.69,103.43,16960000.0,5.62,11.7,18560000.0
0,0,COF,0,0,0,0,43640000000.0,80720000000.0,7.69,7.69,1.37,1.95,0.89,3.61,,27.18,35.3,1.65,11.87,22380000000.0,47.05,3.0,22220000000.0,,5780000000.0,12.08,4.9,17470000000.0,37.2,50360000000.0,,,104.6,,,1.34,85.76,83.86,2340000.0,469600000.0,465890000.0,0.76,90.81,4520000.0,2.12,0.97,5920000.0
0,0,COG,0,0,0,0,10630000000.0,11690000000.0,15.65,13.29,0.31,4.6,4.58,5.06,8.68,30.42,39.78,12.73,29.72,2310000000.0,5.29,35.4,1390000000.0,1350000000.0,702570000.0,1.6,124.1,314890000.0,0.74,1260000000.0,54.35,2.83,5.48,1420000000.0,6610000.0,0.57,26.33,24.97,5860000.0,423290000.0,415930000.0,1.69,104.77,25080000.0,5.08,7.84,23370000.0
0,0,COH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,COL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,COP,0,0,0,0,69360000000.0,79070000000.0,11.52,13.38,32.36,1.85,2.18,2.11,5.03,16.69,25.87,8.46,20.06,37490000000.0,32.14,19.9,17980000000.0,15710000000.0,6260000000.0,5.32,18.3,7620000000.0,6.72,14970000000.0,46.68,1.79,28.06,12930000000.0,6360000000.0,0.7,66.21,66.63,6980000.0,1130000000.0,1130000000.0,0.09,75.12,11770000.0,1.66,1.04,12910000.0
0,0,COST,0,0,0,0,106750000000.0,107700000000.0,31.16,28.52,2.87,0.73,7.71,0.73,17.64,2.34,3.17,7.16,26.63,147240000000.0,335.29,7.3,18420000000.0,6110000000.0,3450000000.0,7.79,26.8,7120000000.0,16.19,6490000000.0,45.77,0.96,31.5,5620000000.0,2270000000.0,1.07,241.97,224.45,1950000.0,439880000.0,433240000.0,0.52,73.52,4590000.0,2.54,1.04,5650000.0
0,0,COV,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CPB,0,0,0,0,11420000000.0,20800000000.0,,14.98,-6.02,1.17,8.99,2.13,10.41,-1.68,15.64,8.52,-10.16,9750000000.0,32.4,24.4,2910000000.0,2000000000.0,-164000000.0,-0.55,,203000000.0,0.67,9460000000.0,739.98,0.7,4.22,1490000000.0,933000000.0,0.68,38.16,36.89,2540000.0,301120000.0,155910000.0,44.38,53.86,22670000.0,10.15,12.42,24050000.0
0,0,CRM,0,0,0,0,125380000000.0,126510000000.0,113.17,47.18,2.11,9.44,7.99,9.52,83.01,8.36,4.23,1.33,8.55,13280000000.0,17.69,25.8,9830000000.0,1520000000.0,1110000000.0,1.43,75.7,4340000000.0,5.63,3370000000.0,21.58,0.95,20.27,3400000000.0,3400000000.0,1.05,160.54,148.09,5070000.0,774770000.0,735700000.0,4.59,84.79,8810000.0,1.95,,10590000.0
0,0,CSC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CSCO,0,0,0,0,241850000000.0,231570000000.0,20.04,16.25,1.84,4.76,5.96,4.56,15.19,25.31,26.46,7.19,27.74,50820000000.0,10.99,4.7,30680000000.0,15250000000.0,12870000000.0,2.74,,40380000000.0,9.17,25660000000.0,62.9,1.8,9.22,14080000000.0,8060000000.000001,1.06,54.92,48.55,19840000.0,4400000000.0,4400000000.0,0.07,77.33,39640000.0,2.13,0.86,44230000.0
0,0,CSX,0,0,0,0,63850000000.0,78360000000.0,19.3,16.41,1.56,5.15,5.14,6.33,12.33,27.84,40.51,8.3,25.7,12390000000.0,14.76,4.8,6170000000.0,6360000000.0,3450000000.0,4.09,20.0,2009999999.9999998,2.48,16320000000.0,131.15,1.81,15.36,4850000000.0,2440000000.0,1.35,75.76,70.24,4510000.0,809160000.0,808370000.0,0.22,78.69,11440000.0,2.63,1.48,14270000.0
